counts	precmz	delta_mass	delta_mass_r2	putative explanation	delta_MF_final	delta_MF_unique_combination
3	304.21179	142.09929	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
7	304.21228	142.09978	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21182	142.09932	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21182	142.09932	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21225	142.09975	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21179	142.09929	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21182	142.09932	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21255	142.10005	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21201	142.09951	142.1	CAR C8:0;O	C8H14O2	CHO
8	304.21283	142.10033	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21204	142.09954	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21225	142.09975	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21201	142.09951	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21201	142.09951	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21216	142.09966	142.1	CAR C8:0;O	C8H14O2	CHO
20	304.21201	142.09951	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21204	142.09954	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21255	142.10005	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21207	142.09957	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21207	142.09957	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21204	142.09954	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21204	142.09954	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21201	142.09951	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21207	142.09957	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21204	142.09954	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21222	142.09972	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21225	142.09975	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21216	142.09966	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21213	142.09963	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21216	142.09966	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21216	142.09966	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21231	142.09981	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21222	142.09972	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21225	142.09975	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21225	142.09975	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21222	142.09972	142.1	CAR C8:0;O	C8H14O2	CHO
7	304.21231	142.09981	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21234	142.09984	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21231	142.09981	142.1	CAR C8:0;O	C8H14O2	CHO
8	304.21271	142.10021	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2124	142.0999	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21243	142.09993	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21271	142.10021	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.2128	142.1003	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.2128	142.1003	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21271	142.10021	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21274	142.10024	142.1	CAR C8:0;O	C8H14O2	CHO
7	304.21298	142.10048	142.1	CAR C8:0;O	C8H14O2	CHO
8	304.21341	142.10091	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21307	142.10057	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21313	142.10063	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21408	142.10158	142.1	CAR C8:0;O	C8H14O2	CHO
214	306.15451	144.04201	144.04	CAR C6:1;O3	C6H8O4	CHO
138	306.14999	144.03749	144.04	CAR C6:1;O3	C6H8O4	CHO
3	306.14999	144.03749	144.04	CAR C6:1;O3	C6H8O4	CHO
2	306.14999	144.03749	144.04	CAR C6:1;O3	C6H8O4	CHO
133	306.15424	144.04174	144.04	CAR C6:1;O3	C6H8O4	CHO
3	306.15494	144.04244	144.04	CAR C6:1;O3	C6H8O4	CHO
2	306.15454	144.04204	144.04	CAR C6:1;O3	C6H8O4	CHO
2	306.15424	144.04174	144.04	CAR C6:1;O3	C6H8O4	CHO
2	306.15454	144.04204	144.04	CAR C6:1;O3	C6H8O4	CHO
2	306.1546	144.0421	144.04	CAR C6:1;O3	C6H8O4	CHO
5	306.16	144.0475	144.05	CAR C6:1;O3	C6H8O4	CHO
7	306.19006	144.07756	144.08	CAR C7:0;O2	C7H12O3	CHO
6	306.19	144.0775	144.08	CAR C7:0;O2	C7H12O3	CHO
6	306.19128	144.07878	144.08	CAR C7:0;O2	C7H12O3	CHO
2	306.1904	144.0779	144.08	CAR C7:0;O2	C7H12O3	CHO
16	306.19067	144.07817	144.08	CAR C7:0;O2	C7H12O3	CHO
36	306.1911	144.0786	144.08	CAR C7:0;O2	C7H12O3	CHO
6	306.19113	144.07863	144.08	CAR C7:0;O2	C7H12O3	CHO
2	306.19122	144.07872	144.08	CAR C7:0;O2	C7H12O3	CHO
9	308.18118	146.06868	146.07	CAR C10:4	C10H10O	CHO
1256	308.18393	146.07143	146.07	CAR C10:4	C10H10O	CHO
2	308.18347	146.07097	146.07	CAR C10:4	C10H10O	CHO
2	308.18353	146.07103	146.07	CAR C10:4	C10H10O	CHO
2	308.18393	146.07143	146.07	CAR C10:4	C10H10O	CHO
2	308.18405	146.07155	146.07	CAR C10:4	C10H10O	CHO
2	308.18457	146.07207	146.07	CAR C10:4	C10H10O	CHO
2	308.18451	146.07201	146.07	CAR C10:4	C10H10O	CHO
2	308.18463	146.07213	146.07	CAR C10:4	C10H10O	CHO
2	308.18481	146.07231	146.07	CAR C10:4	C10H10O	CHO
2	308.18491	146.07241	146.07	CAR C10:4	C10H10O	CHO
2	308.18527	146.07277	146.07	CAR C10:4	C10H10O	CHO
2	308.18591	146.07341	146.07	CAR C10:4	C10H10O	CHO
2	308.186	146.0735	146.07	CAR C10:4	C10H10O	CHO
2	308.18616	146.07366	146.07	CAR C10:4	C10H10O	CHO
169	308.19	146.0775	146.08	CAR C10:4	C10H10O	CHO
11	310.1991	148.0866	148.09	CAR C10:3	C10H12O	CHO
16638	310.20081	148.08831	148.09	CAR C10:3	C10H12O	CHO
1	310.20129	148.08879	148.09	CAR C10:3	C10H12O	CHO
4	310.19977	148.08727	148.09	CAR C10:3	C10H12O	CHO
9	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
3	310.19983	148.08733	148.09	CAR C10:3	C10H12O	CHO
2	310.19931	148.08681	148.09	CAR C10:3	C10H12O	CHO
2	310.19968	148.08718	148.09	CAR C10:3	C10H12O	CHO
4	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
44	310.20135	148.08885	148.09	CAR C10:3	C10H12O	CHO
14	310.20163	148.08913	148.09	CAR C10:3	C10H12O	CHO
8	310.20023	148.08773	148.09	CAR C10:3	C10H12O	CHO
3	310.20081	148.08831	148.09	CAR C10:3	C10H12O	CHO
9	310.20087	148.08837	148.09	CAR C10:3	C10H12O	CHO
9	310.2005	148.088	148.09	CAR C10:3	C10H12O	CHO
2	310.19995	148.08745	148.09	CAR C10:3	C10H12O	CHO
3	310.20001	148.08751	148.09	CAR C10:3	C10H12O	CHO
5	310.20093	148.08843	148.09	CAR C10:3	C10H12O	CHO
2	310.20007	148.08757	148.09	CAR C10:3	C10H12O	CHO
3	310.20001	148.08751	148.09	CAR C10:3	C10H12O	CHO
9	310.20001	148.08751	148.09	CAR C10:3	C10H12O	CHO
3	310.20001	148.08751	148.09	CAR C10:3	C10H12O	CHO
2	310.2001	148.0876	148.09	CAR C10:3	C10H12O	CHO
16	310.20065	148.08815	148.09	CAR C10:3	C10H12O	CHO
2	310.2002	148.0877	148.09	CAR C10:3	C10H12O	CHO
2	310.20013	148.08763	148.09	CAR C10:3	C10H12O	CHO
2	310.20013	148.08763	148.09	CAR C10:3	C10H12O	CHO
2	310.2001	148.0876	148.09	CAR C10:3	C10H12O	CHO
2	310.2002	148.0877	148.09	CAR C10:3	C10H12O	CHO
2	310.20016	148.08766	148.09	CAR C10:3	C10H12O	CHO
2	310.20016	148.08766	148.09	CAR C10:3	C10H12O	CHO
2	310.20029	148.08779	148.09	CAR C10:3	C10H12O	CHO
2	310.20029	148.08779	148.09	CAR C10:3	C10H12O	CHO
9	310.20078	148.08828	148.09	CAR C10:3	C10H12O	CHO
2	310.20041	148.08791	148.09	CAR C10:3	C10H12O	CHO
4	310.20038	148.08788	148.09	CAR C10:3	C10H12O	CHO
5	310.20047	148.08797	148.09	CAR C10:3	C10H12O	CHO
5	310.20206	148.08956	148.09	CAR C10:3	C10H12O	CHO
8	310.20035	148.08785	148.09	CAR C10:3	C10H12O	CHO
2	310.20038	148.08788	148.09	CAR C10:3	C10H12O	CHO
2	310.20038	148.08788	148.09	CAR C10:3	C10H12O	CHO
2	310.20041	148.08791	148.09	CAR C10:3	C10H12O	CHO
6	310.20099	148.08849	148.09	CAR C10:3	C10H12O	CHO
2	310.20047	148.08797	148.09	CAR C10:3	C10H12O	CHO
3	310.20319	148.09069	148.09	CAR C10:3	C10H12O	CHO
2	310.20041	148.08791	148.09	CAR C10:3	C10H12O	CHO
2	310.20047	148.08797	148.09	CAR C10:3	C10H12O	CHO
2	310.20044	148.08794	148.09	CAR C10:3	C10H12O	CHO
2	310.20044	148.08794	148.09	CAR C10:3	C10H12O	CHO
3	310.20044	148.08794	148.09	CAR C10:3	C10H12O	CHO
3	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20059	148.08809	148.09	CAR C10:3	C10H12O	CHO
6	310.20117	148.08867	148.09	CAR C10:3	C10H12O	CHO
2	310.20059	148.08809	148.09	CAR C10:3	C10H12O	CHO
2	310.20071	148.08821	148.09	CAR C10:3	C10H12O	CHO
2	310.20132	148.08882	148.09	CAR C10:3	C10H12O	CHO
2	310.20062	148.08812	148.09	CAR C10:3	C10H12O	CHO
10	310.20087	148.08837	148.09	CAR C10:3	C10H12O	CHO
4	310.2009	148.0884	148.09	CAR C10:3	C10H12O	CHO
3	310.20172	148.08922	148.09	CAR C10:3	C10H12O	CHO
4	310.2009	148.0884	148.09	CAR C10:3	C10H12O	CHO
3	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
2	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
2	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
2	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
2	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
2	310.20065	148.08815	148.09	CAR C10:3	C10H12O	CHO
2	310.20068	148.08818	148.09	CAR C10:3	C10H12O	CHO
54	310.20203	148.08953	148.09	CAR C10:3	C10H12O	CHO
2	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
8	310.20114	148.08864	148.09	CAR C10:3	C10H12O	CHO
2	310.20078	148.08828	148.09	CAR C10:3	C10H12O	CHO
3	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20087	148.08837	148.09	CAR C10:3	C10H12O	CHO
2	310.20087	148.08837	148.09	CAR C10:3	C10H12O	CHO
2	310.20084	148.08834	148.09	CAR C10:3	C10H12O	CHO
2	310.20081	148.08831	148.09	CAR C10:3	C10H12O	CHO
2	310.20084	148.08834	148.09	CAR C10:3	C10H12O	CHO
3	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
4	310.20117	148.08867	148.09	CAR C10:3	C10H12O	CHO
26	310.20197	148.08947	148.09	CAR C10:3	C10H12O	CHO
3	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
4	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20184	148.08934	148.09	CAR C10:3	C10H12O	CHO
2	310.20084	148.08834	148.09	CAR C10:3	C10H12O	CHO
2	310.20093	148.08843	148.09	CAR C10:3	C10H12O	CHO
3	310.20212	148.08962	148.09	CAR C10:3	C10H12O	CHO
3	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20093	148.08843	148.09	CAR C10:3	C10H12O	CHO
2	310.20102	148.08852	148.09	CAR C10:3	C10H12O	CHO
2	310.20093	148.08843	148.09	CAR C10:3	C10H12O	CHO
2	310.20096	148.08846	148.09	CAR C10:3	C10H12O	CHO
2	310.20093	148.08843	148.09	CAR C10:3	C10H12O	CHO
4	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
9	310.20105	148.08855	148.09	CAR C10:3	C10H12O	CHO
2	310.20108	148.08858	148.09	CAR C10:3	C10H12O	CHO
5	310.20157	148.08907	148.09	CAR C10:3	C10H12O	CHO
2	310.20096	148.08846	148.09	CAR C10:3	C10H12O	CHO
3	310.20096	148.08846	148.09	CAR C10:3	C10H12O	CHO
2	310.20108	148.08858	148.09	CAR C10:3	C10H12O	CHO
15	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
2	310.20102	148.08852	148.09	CAR C10:3	C10H12O	CHO
2	310.20108	148.08858	148.09	CAR C10:3	C10H12O	CHO
2	310.20102	148.08852	148.09	CAR C10:3	C10H12O	CHO
2	310.20108	148.08858	148.09	CAR C10:3	C10H12O	CHO
2	310.20114	148.08864	148.09	CAR C10:3	C10H12O	CHO
6	310.20123	148.08873	148.09	CAR C10:3	C10H12O	CHO
3	310.20111	148.08861	148.09	CAR C10:3	C10H12O	CHO
2	310.20114	148.08864	148.09	CAR C10:3	C10H12O	CHO
2	310.20111	148.08861	148.09	CAR C10:3	C10H12O	CHO
14	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
3	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
2	310.20132	148.08882	148.09	CAR C10:3	C10H12O	CHO
3	310.20126	148.08876	148.09	CAR C10:3	C10H12O	CHO
7	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
3	310.20135	148.08885	148.09	CAR C10:3	C10H12O	CHO
2	310.20114	148.08864	148.09	CAR C10:3	C10H12O	CHO
2	310.20117	148.08867	148.09	CAR C10:3	C10H12O	CHO
2	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
2	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
3	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
3	310.20129	148.08879	148.09	CAR C10:3	C10H12O	CHO
3	310.20126	148.08876	148.09	CAR C10:3	C10H12O	CHO
3	310.20139	148.08889	148.09	CAR C10:3	C10H12O	CHO
2	310.20123	148.08873	148.09	CAR C10:3	C10H12O	CHO
3	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
2	310.2012	148.0887	148.09	CAR C10:3	C10H12O	CHO
3	310.20139	148.08889	148.09	CAR C10:3	C10H12O	CHO
2	310.20129	148.08879	148.09	CAR C10:3	C10H12O	CHO
5	310.20123	148.08873	148.09	CAR C10:3	C10H12O	CHO
18	310.20184	148.08934	148.09	CAR C10:3	C10H12O	CHO
2	310.20126	148.08876	148.09	CAR C10:3	C10H12O	CHO
2	310.20129	148.08879	148.09	CAR C10:3	C10H12O	CHO
2	310.20129	148.08879	148.09	CAR C10:3	C10H12O	CHO
2	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.20166	148.08916	148.09	CAR C10:3	C10H12O	CHO
3	310.20132	148.08882	148.09	CAR C10:3	C10H12O	CHO
2	310.20135	148.08885	148.09	CAR C10:3	C10H12O	CHO
2	310.20132	148.08882	148.09	CAR C10:3	C10H12O	CHO
2	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
4	310.20166	148.08916	148.09	CAR C10:3	C10H12O	CHO
2	310.20135	148.08885	148.09	CAR C10:3	C10H12O	CHO
2	310.20139	148.08889	148.09	CAR C10:3	C10H12O	CHO
2	310.20132	148.08882	148.09	CAR C10:3	C10H12O	CHO
2	310.20135	148.08885	148.09	CAR C10:3	C10H12O	CHO
6	310.20175	148.08925	148.09	CAR C10:3	C10H12O	CHO
2	310.20139	148.08889	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
3	310.20139	148.08889	148.09	CAR C10:3	C10H12O	CHO
2	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
3	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
3	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
3	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
2	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20145	148.08895	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20172	148.08922	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20142	148.08892	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20148	148.08898	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
7	310.20285	148.09035	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
4	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
3	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
3	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20197	148.08947	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
2	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
2	310.20154	148.08904	148.09	CAR C10:3	C10H12O	CHO
2	310.20151	148.08901	148.09	CAR C10:3	C10H12O	CHO
3	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
2	310.20166	148.08916	148.09	CAR C10:3	C10H12O	CHO
2	310.20163	148.08913	148.09	CAR C10:3	C10H12O	CHO
2	310.2016	148.0891	148.09	CAR C10:3	C10H12O	CHO
2	310.20172	148.08922	148.09	CAR C10:3	C10H12O	CHO
2	310.20163	148.08913	148.09	CAR C10:3	C10H12O	CHO
2	310.20163	148.08913	148.09	CAR C10:3	C10H12O	CHO
2	310.20172	148.08922	148.09	CAR C10:3	C10H12O	CHO
2	310.20169	148.08919	148.09	CAR C10:3	C10H12O	CHO
2	310.20184	148.08934	148.09	CAR C10:3	C10H12O	CHO
2	310.20172	148.08922	148.09	CAR C10:3	C10H12O	CHO
3	310.20193	148.08943	148.09	CAR C10:3	C10H12O	CHO
3	310.20178	148.08928	148.09	CAR C10:3	C10H12O	CHO
2	310.20203	148.08953	148.09	CAR C10:3	C10H12O	CHO
2	310.20187	148.08937	148.09	CAR C10:3	C10H12O	CHO
2	310.20187	148.08937	148.09	CAR C10:3	C10H12O	CHO
2	310.20181	148.08931	148.09	CAR C10:3	C10H12O	CHO
2	310.20218	148.08968	148.09	CAR C10:3	C10H12O	CHO
2	310.202	148.0895	148.09	CAR C10:3	C10H12O	CHO
2	310.20193	148.08943	148.09	CAR C10:3	C10H12O	CHO
2	310.20209	148.08959	148.09	CAR C10:3	C10H12O	CHO
2	310.20203	148.08953	148.09	CAR C10:3	C10H12O	CHO
2	310.20209	148.08959	148.09	CAR C10:3	C10H12O	CHO
2	310.20218	148.08968	148.09	CAR C10:3	C10H12O	CHO
2	310.20215	148.08965	148.09	CAR C10:3	C10H12O	CHO
2	310.20233	148.08983	148.09	CAR C10:3	C10H12O	CHO
2	310.2027	148.0902	148.09	CAR C10:3	C10H12O	CHO
2	310.2027	148.0902	148.09	CAR C10:3	C10H12O	CHO
2	310.20279	148.09029	148.09	CAR C10:3	C10H12O	CHO
2	310.20294	148.09044	148.09	CAR C10:3	C10H12O	CHO
173	312.18002	150.06752	150.07	CAR C9:3;O	C9H10O2	CHO
2	312.1785	150.066	150.07	CAR C9:3;O	C9H10O2	CHO
2	312.17892	150.06642	150.07	CAR C9:3;O	C9H10O2	CHO
2	312.17923	150.06673	150.07	CAR C9:3;O	C9H10O2	CHO
2	312.17999	150.06749	150.07	CAR C9:3;O	C9H10O2	CHO
22	312.1795	150.067	150.07	CAR C9:3;O	C9H10O2	CHO
30	312.18002	150.06752	150.07	CAR C9:3;O	C9H10O2	CHO
2	312.18002	150.06752	150.07	CAR C9:3;O	C9H10O2	CHO
4	312.18051	150.06801	150.07	CAR C9:3;O	C9H10O2	CHO
4	312.18069	150.06819	150.07	CAR C9:3;O	C9H10O2	CHO
5923	312.21622	150.10372	150.1	CAR C10:2	C10H14O	CHO
3	312.21606	150.10356	150.1	CAR C10:2	C10H14O	CHO
44	312.21692	150.10442	150.1	CAR C10:2	C10H14O	CHO
2	312.21558	150.10308	150.1	CAR C10:2	C10H14O	CHO
7	312.21689	150.10439	150.1	CAR C10:2	C10H14O	CHO
2	312.21552	150.10302	150.1	CAR C10:2	C10H14O	CHO
4	312.21616	150.10366	150.1	CAR C10:2	C10H14O	CHO
6	312.21692	150.10442	150.1	CAR C10:2	C10H14O	CHO
2	312.21594	150.10344	150.1	CAR C10:2	C10H14O	CHO
7	312.21603	150.10353	150.1	CAR C10:2	C10H14O	CHO
4	312.21652	150.10402	150.1	CAR C10:2	C10H14O	CHO
4	312.21713	150.10463	150.1	CAR C10:2	C10H14O	CHO
2	312.21616	150.10366	150.1	CAR C10:2	C10H14O	CHO
15	312.21704	150.10454	150.1	CAR C10:2	C10H14O	CHO
3	312.21716	150.10466	150.1	CAR C10:2	C10H14O	CHO
3	312.21661	150.10411	150.1	CAR C10:2	C10H14O	CHO
2	312.21616	150.10366	150.1	CAR C10:2	C10H14O	CHO
17	312.21692	150.10442	150.1	CAR C10:2	C10H14O	CHO
2	312.21622	150.10372	150.1	CAR C10:2	C10H14O	CHO
2	312.2164	150.1039	150.1	CAR C10:2	C10H14O	CHO
2	312.2164	150.1039	150.1	CAR C10:2	C10H14O	CHO
3	312.21674	150.10424	150.1	CAR C10:2	C10H14O	CHO
3	312.21637	150.10387	150.1	CAR C10:2	C10H14O	CHO
3	312.21677	150.10427	150.1	CAR C10:2	C10H14O	CHO
4	312.21677	150.10427	150.1	CAR C10:2	C10H14O	CHO
2	312.21695	150.10445	150.1	CAR C10:2	C10H14O	CHO
2	312.21634	150.10384	150.1	CAR C10:2	C10H14O	CHO
37	312.21692	150.10442	150.1	CAR C10:2	C10H14O	CHO
14	312.21719	150.10469	150.1	CAR C10:2	C10H14O	CHO
4	312.21686	150.10436	150.1	CAR C10:2	C10H14O	CHO
2	312.21652	150.10402	150.1	CAR C10:2	C10H14O	CHO
2	312.21652	150.10402	150.1	CAR C10:2	C10H14O	CHO
4	312.21664	150.10414	150.1	CAR C10:2	C10H14O	CHO
2	312.21658	150.10408	150.1	CAR C10:2	C10H14O	CHO
2	312.21649	150.10399	150.1	CAR C10:2	C10H14O	CHO
3	312.21695	150.10445	150.1	CAR C10:2	C10H14O	CHO
2	312.21661	150.10411	150.1	CAR C10:2	C10H14O	CHO
2	312.21671	150.10421	150.1	CAR C10:2	C10H14O	CHO
5	312.21698	150.10448	150.1	CAR C10:2	C10H14O	CHO
2	312.21667	150.10417	150.1	CAR C10:2	C10H14O	CHO
2	312.21701	150.10451	150.1	CAR C10:2	C10H14O	CHO
2	312.21674	150.10424	150.1	CAR C10:2	C10H14O	CHO
4	312.21686	150.10436	150.1	CAR C10:2	C10H14O	CHO
5	312.21689	150.10439	150.1	CAR C10:2	C10H14O	CHO
2	312.21683	150.10433	150.1	CAR C10:2	C10H14O	CHO
